dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
2000-07-01,29.32,0.305,Bally,India,23.31N,88.25E
2000-08-01,29.694000000000006,0.336,Bally,India,23.31N,88.25E
2000-09-01,28.846,0.238,Bally,India,23.31N,88.25E
2000-10-01,28.017,0.198,Bally,India,23.31N,88.25E
2000-11-01,24.668000000000006,0.194,Bally,India,23.31N,88.25E
2000-12-01,19.728,0.139,Bally,India,23.31N,88.25E
2001-01-01,18.22,0.235,Bally,India,23.31N,88.25E
2001-02-01,22.654,0.379,Bally,India,23.31N,88.25E
2001-03-01,26.858,0.35,Bally,India,23.31N,88.25E
2001-04-01,30.192,0.253,Bally,India,23.31N,88.25E
2001-05-01,30.142,0.191,Bally,India,23.31N,88.25E
2001-06-01,28.899,0.172,Bally,India,23.31N,88.25E
2001-07-01,28.989,0.236,Bally,India,23.31N,88.25E
2001-08-01,29.773000000000003,0.18600000000000005,Bally,India,23.31N,88.25E
2001-09-01,29.6,0.269,Bally,India,23.31N,88.25E
2001-10-01,27.925,0.309,Bally,India,23.31N,88.25E
2001-11-01,25.146,0.597,Bally,India,23.31N,88.25E
2001-12-01,19.784000000000002,0.396,Bally,India,23.31N,88.25E
2002-01-01,19.676,0.229,Bally,India,23.31N,88.25E
2002-02-01,22.625,0.272,Bally,India,23.31N,88.25E
2002-03-01,27.406,0.563,Bally,India,23.31N,88.25E
2002-04-01,29.798,0.453,Bally,India,23.31N,88.25E
2002-05-01,30.845,0.359,Bally,India,23.31N,88.25E
2002-06-01,30.000999999999998,0.17600000000000002,Bally,India,23.31N,88.25E
2002-07-01,29.972,0.55,Bally,India,23.31N,88.25E
2002-08-01,29.083,0.285,Bally,India,23.31N,88.25E
2002-09-01,28.866,0.185,Bally,India,23.31N,88.25E
2002-10-01,27.616,0.508,Bally,India,23.31N,88.25E
2002-11-01,24.046,0.618,Bally,India,23.31N,88.25E
2002-12-01,20.513,0.374,Bally,India,23.31N,88.25E
2003-01-01,17.813000000000006,0.736,Bally,India,23.31N,88.25E
2003-02-01,23.065,0.667,Bally,India,23.31N,88.25E
2003-03-01,26.173000000000002,0.362,Bally,India,23.31N,88.25E
2003-04-01,30.570999999999998,0.598,Bally,India,23.31N,88.25E
2003-05-01,31.34,0.244,Bally,India,23.31N,88.25E
2003-06-01,30.086,0.219,Bally,India,23.31N,88.25E
2003-07-01,29.425,0.193,Bally,India,23.31N,88.25E
2003-08-01,29.629,0.259,Bally,India,23.31N,88.25E
2003-09-01,29.223000000000006,0.336,Bally,India,23.31N,88.25E
2003-10-01,27.535999999999998,0.416,Bally,India,23.31N,88.25E
2003-11-01,23.92,0.4320000000000001,Bally,India,23.31N,88.25E
2003-12-01,19.955,0.425,Bally,India,23.31N,88.25E
2004-01-01,18.661,0.51,Bally,India,23.31N,88.25E
2004-02-01,22.416,0.381,Bally,India,23.31N,88.25E
2004-03-01,28.452,0.225,Bally,India,23.31N,88.25E
2004-04-01,29.587,0.5820000000000001,Bally,India,23.31N,88.25E
2004-05-01,32.045,0.302,Bally,India,23.31N,88.25E
2004-06-01,30.153,0.391,Bally,India,23.31N,88.25E
2004-07-01,29.123,0.459,Bally,India,23.31N,88.25E
2004-08-01,29.399,0.634,Bally,India,23.31N,88.25E
2004-09-01,28.883000000000006,0.121,Bally,India,23.31N,88.25E
2004-10-01,26.72,0.436,Bally,India,23.31N,88.25E
2004-11-01,23.552,0.321,Bally,India,23.31N,88.25E
2004-12-01,20.621,0.313,Bally,India,23.31N,88.25E
2005-01-01,19.341,0.398,Bally,India,23.31N,88.25E
2005-02-01,23.576,0.17600000000000002,Bally,India,23.31N,88.25E
2005-03-01,27.695,0.493,Bally,India,23.31N,88.25E
2005-04-01,30.151999999999997,0.373,Bally,India,23.31N,88.25E
2005-05-01,31.062,0.229,Bally,India,23.31N,88.25E
2005-06-01,31.595,0.442,Bally,India,23.31N,88.25E
2005-07-01,28.833,0.329,Bally,India,23.31N,88.25E
2005-08-01,29.485,0.36,Bally,India,23.31N,88.25E
2005-09-01,29.398000000000003,0.47,Bally,India,23.31N,88.25E
2005-10-01,26.943,0.244,Bally,India,23.31N,88.25E
2005-11-01,22.916,0.341,Bally,India,23.31N,88.25E
2005-12-01,19.754,0.234,Bally,India,23.31N,88.25E
2006-01-01,19.269000000000002,0.307,Bally,India,23.31N,88.25E
2006-02-01,24.98,0.319,Bally,India,23.31N,88.25E
2006-03-01,27.602,0.331,Bally,India,23.31N,88.25E
2006-04-01,30.323,0.255,Bally,India,23.31N,88.25E
2006-05-01,30.762,0.202,Bally,India,23.31N,88.25E
2006-06-01,30.101,0.267,Bally,India,23.31N,88.25E
2006-07-01,29.523000000000003,0.457,Bally,India,23.31N,88.25E
2006-08-01,29.163,0.309,Bally,India,23.31N,88.25E
2006-09-01,29.391,0.271,Bally,India,23.31N,88.25E
2006-10-01,28.04,0.34600000000000003,Bally,India,23.31N,88.25E
2006-11-01,24.175,0.284,Bally,India,23.31N,88.25E
2006-12-01,20.506,0.5379999999999999,Bally,India,23.31N,88.25E
2007-01-01,18.959000000000003,0.29100000000000004,Bally,India,23.31N,88.25E
2007-02-01,22.06,0.244,Bally,India,23.31N,88.25E
2007-03-01,26.41500000000001,0.209,Bally,India,23.31N,88.25E
2007-04-01,30.511,0.22,Bally,India,23.31N,88.25E
2007-05-01,31.381,0.29100000000000004,Bally,India,23.31N,88.25E
2007-06-01,30.287,0.251,Bally,India,23.31N,88.25E
2007-07-01,29.041999999999998,0.318,Bally,India,23.31N,88.25E
2007-08-01,29.886999999999997,0.388,Bally,India,23.31N,88.25E
2007-09-01,29.111,0.278,Bally,India,23.31N,88.25E
2007-10-01,27.526999999999997,0.199,Bally,India,23.31N,88.25E
2007-11-01,24.253,0.324,Bally,India,23.31N,88.25E
2007-12-01,19.582,0.312,Bally,India,23.31N,88.25E
2008-01-01,19.065,0.337,Bally,India,23.31N,88.25E
2008-02-01,20.805,0.205,Bally,India,23.31N,88.25E
2008-03-01,27.88000000000001,0.336,Bally,India,23.31N,88.25E
2008-04-01,30.538,0.344,Bally,India,23.31N,88.25E
2008-05-01,31.134,0.235,Bally,India,23.31N,88.25E
2008-06-01,29.111,0.221,Bally,India,23.31N,88.25E
2008-07-01,28.852,0.299,Bally,India,23.31N,88.25E
2008-08-01,29.284,0.263,Bally,India,23.31N,88.25E
2008-09-01,29.087,0.252,Bally,India,23.31N,88.25E
2008-10-01,27.421999999999997,0.264,Bally,India,23.31N,88.25E
2008-11-01,24.227,0.272,Bally,India,23.31N,88.25E
2008-12-01,20.863000000000003,0.198,Bally,India,23.31N,88.25E
2009-01-01,20.431,0.361,Bally,India,23.31N,88.25E
2009-02-01,23.564,0.16699999999999998,Bally,India,23.31N,88.25E
2009-03-01,27.711,0.203,Bally,India,23.31N,88.25E
2009-04-01,31.778,0.381,Bally,India,23.31N,88.25E
2009-05-01,30.585,0.285,Bally,India,23.31N,88.25E
2009-06-01,31.665,0.353,Bally,India,23.31N,88.25E
2009-07-01,29.575,0.498,Bally,India,23.31N,88.25E
2009-08-01,29.533,0.338,Bally,India,23.31N,88.25E
2009-09-01,29.625999999999998,0.275,Bally,India,23.31N,88.25E
2009-10-01,27.273000000000003,0.251,Bally,India,23.31N,88.25E
2009-11-01,24.281,0.226,Bally,India,23.31N,88.25E
2009-12-01,19.817,0.194,Bally,India,23.31N,88.25E
2010-01-01,17.503,0.436,Bally,India,23.31N,88.25E
2010-02-01,22.959,0.105,Bally,India,23.31N,88.25E
2010-03-01,29.451,0.303,Bally,India,23.31N,88.25E
2010-04-01,32.318000000000005,0.417,Bally,India,23.31N,88.25E
2010-05-01,31.308000000000003,0.202,Bally,India,23.31N,88.25E
2010-06-01,31.075,0.397,Bally,India,23.31N,88.25E
2010-07-01,29.979,0.421,Bally,India,23.31N,88.25E
2010-08-01,30.226,0.379,Bally,India,23.31N,88.25E
2010-09-01,29.535999999999998,0.18600000000000005,Bally,India,23.31N,88.25E
2010-10-01,28.070999999999998,0.223,Bally,India,23.31N,88.25E
2010-11-01,25.437,0.268,Bally,India,23.31N,88.25E
2010-12-01,19.603,0.21600000000000005,Bally,India,23.31N,88.25E
2011-01-01,17.864,0.443,Bally,India,23.31N,88.25E
2011-02-01,22.566,0.13,Bally,India,23.31N,88.25E
2011-03-01,27.394000000000002,0.364,Bally,India,23.31N,88.25E
2011-04-01,29.276,0.466,Bally,India,23.31N,88.25E
2011-05-01,30.395,0.509,Bally,India,23.31N,88.25E
2011-06-01,29.873,0.321,Bally,India,23.31N,88.25E
2011-07-01,29.473000000000006,0.235,Bally,India,23.31N,88.25E
2011-08-01,28.976,0.245,Bally,India,23.31N,88.25E
2011-09-01,29.092,0.246,Bally,India,23.31N,88.25E
2011-10-01,28.096999999999998,0.275,Bally,India,23.31N,88.25E
2011-11-01,24.11,0.208,Bally,India,23.31N,88.25E
2011-12-01,19.767000000000003,0.488,Bally,India,23.31N,88.25E
2012-01-01,18.815,0.28600000000000003,Bally,India,23.31N,88.25E
2012-02-01,22.408,0.138,Bally,India,23.31N,88.25E
2012-03-01,27.878,0.18600000000000005,Bally,India,23.31N,88.25E
2012-04-01,30.299,0.404,Bally,India,23.31N,88.25E
2012-05-01,32.232,0.34600000000000003,Bally,India,23.31N,88.25E
2012-06-01,31.959,0.624,Bally,India,23.31N,88.25E
2012-07-01,29.68,0.465,Bally,India,23.31N,88.25E
2012-08-01,29.761999999999997,0.499,Bally,India,23.31N,88.25E
2012-09-01,29.653,0.524,Bally,India,23.31N,88.25E
2012-10-01,27.427,0.6679999999999999,Bally,India,23.31N,88.25E
2012-11-01,23.487,0.298,Bally,India,23.31N,88.25E
2012-12-01,19.621,0.642,Bally,India,23.31N,88.25E
2013-01-01,17.757,0.419,Bally,India,23.31N,88.25E
2013-02-01,21.982,0.489,Bally,India,23.31N,88.25E
2013-03-01,27.702,0.439,Bally,India,23.31N,88.25E
2013-04-01,30.435,0.251,Bally,India,23.31N,88.25E
2013-05-01,30.921,0.241,Bally,India,23.31N,88.25E
2013-06-01,30.618,0.604,Bally,India,23.31N,88.25E
2013-07-01,30.0,0.447,Bally,India,23.31N,88.25E
2013-08-01,29.539,0.378,Bally,India,23.31N,88.25E
2013-09-01,16.727432636247972,1.028574741453633,Bally,India,23.31N,88.25E
2000-02-01,19.378,0.299,Balurghat,India,24.92N,88.67E
2000-03-01,24.958000000000002,0.272,Balurghat,India,24.92N,88.67E
2000-04-01,28.528000000000002,0.182,Balurghat,India,24.92N,88.67E
2000-05-01,29.043000000000006,0.277,Balurghat,India,24.92N,88.67E
2000-06-01,29.438,0.226,Balurghat,India,24.92N,88.67E
2000-07-01,29.285,0.314,Balurghat,India,24.92N,88.67E
2000-08-01,29.575,0.3720000000000001,Balurghat,India,24.92N,88.67E
2000-09-01,28.451999999999998,0.197,Balurghat,India,24.92N,88.67E
2000-10-01,27.598000000000006,0.208,Balurghat,India,24.92N,88.67E
2000-11-01,23.88600000000001,0.189,Balurghat,India,24.92N,88.67E
2000-12-01,18.99,0.174,Balurghat,India,24.92N,88.67E
2001-01-01,17.183999999999994,0.314,Balurghat,India,24.92N,88.67E
2001-02-01,21.072000000000006,0.48,Balurghat,India,24.92N,88.67E
2001-03-01,25.448,0.382,Balurghat,India,24.92N,88.67E
2001-04-01,28.971,0.493,Balurghat,India,24.92N,88.67E
2001-05-01,28.977,0.6,Balurghat,India,24.92N,88.67E
2001-06-01,28.588,0.3670000000000001,Balurghat,India,24.92N,88.67E
2001-07-01,29.159,0.244,Balurghat,India,24.92N,88.67E
2001-08-01,29.796,0.249,Balurghat,India,24.92N,88.67E
2001-09-01,29.328000000000007,0.204,Balurghat,India,24.92N,88.67E
2001-10-01,27.217,0.229,Balurghat,India,24.92N,88.67E
2001-11-01,24.045,0.618,Balurghat,India,24.92N,88.67E
2001-12-01,18.95,0.371,Balurghat,India,24.92N,88.67E
2002-01-01,17.456,0.8140000000000001,Balurghat,India,24.92N,88.67E
2002-02-01,20.779,0.715,Balurghat,India,24.92N,88.67E
2002-03-01,25.595,0.5770000000000001,Balurghat,India,24.92N,88.67E
2002-04-01,28.342,0.3720000000000001,Balurghat,India,24.92N,88.67E
2002-05-01,29.127,0.45,Balurghat,India,24.92N,88.67E
2002-06-01,29.354,0.198,Balurghat,India,24.92N,88.67E
2002-07-01,29.291,0.696,Balurghat,India,24.92N,88.67E
2002-08-01,29.228,0.69,Balurghat,India,24.92N,88.67E
2002-09-01,28.803,0.541,Balurghat,India,24.92N,88.67E
2002-10-01,26.872,0.475,Balurghat,India,24.92N,88.67E
2002-11-01,23.368000000000002,0.419,Balurghat,India,24.92N,88.67E
2002-12-01,19.802,0.4970000000000001,Balurghat,India,24.92N,88.67E
2003-01-01,16.548,0.625,Balurghat,India,24.92N,88.67E
2003-02-01,20.856,0.457,Balurghat,India,24.92N,88.67E
2003-03-01,24.695,0.389,Balurghat,India,24.92N,88.67E
2003-04-01,29.242,0.383,Balurghat,India,24.92N,88.67E
2003-05-01,29.729,0.441,Balurghat,India,24.92N,88.67E
2003-06-01,29.136999999999997,0.316,Balurghat,India,24.92N,88.67E
2003-07-01,29.34,0.195,Balurghat,India,24.92N,88.67E
2003-08-01,29.688,0.221,Balurghat,India,24.92N,88.67E
2003-09-01,29.105999999999998,0.248,Balurghat,India,24.92N,88.67E
2003-10-01,27.018,0.458,Balurghat,India,24.92N,88.67E
2003-11-01,23.391,0.384,Balurghat,India,24.92N,88.67E
2003-12-01,19.099,0.29100000000000004,Balurghat,India,24.92N,88.67E
2004-01-01,16.912,0.5489999999999999,Balurghat,India,24.92N,88.67E
2004-02-01,20.790000000000006,0.841,Balurghat,India,24.92N,88.67E
2004-03-01,27.341,0.502,Balurghat,India,24.92N,88.67E
2004-04-01,28.044,0.5720000000000001,Balurghat,India,24.92N,88.67E
2004-05-01,30.559,0.285,Balurghat,India,24.92N,88.67E
2004-06-01,29.226,0.282,Balurghat,India,24.92N,88.67E
2004-07-01,28.62,0.304,Balurghat,India,24.92N,88.67E
2004-08-01,29.633000000000006,0.425,Balurghat,India,24.92N,88.67E
2004-09-01,28.779,0.236,Balurghat,India,24.92N,88.67E
2004-10-01,26.092,0.428,Balurghat,India,24.92N,88.67E
2004-11-01,22.704,0.374,Balurghat,India,24.92N,88.67E
2004-12-01,19.822,0.333,Balurghat,India,24.92N,88.67E
2005-01-01,17.994999999999994,0.428,Balurghat,India,24.92N,88.67E
2005-02-01,21.855,0.203,Balurghat,India,24.92N,88.67E
2005-03-01,26.23200000000001,0.39,Balurghat,India,24.92N,88.67E
2005-04-01,28.78,0.465,Balurghat,India,24.92N,88.67E
2005-05-01,29.389,0.362,Balurghat,India,24.92N,88.67E
2005-06-01,30.487,0.415,Balurghat,India,24.92N,88.67E
2005-07-01,28.836,0.301,Balurghat,India,24.92N,88.67E
2005-08-01,29.488000000000003,0.233,Balurghat,India,24.92N,88.67E
2005-09-01,29.506,0.208,Balurghat,India,24.92N,88.67E
2005-10-01,26.405,0.29100000000000004,Balurghat,India,24.92N,88.67E
2005-11-01,22.579,0.292,Balurghat,India,24.92N,88.67E
2005-12-01,19.176,0.258,Balurghat,India,24.92N,88.67E
2006-01-01,18.363,0.747,Balurghat,India,24.92N,88.67E
2006-02-01,23.57800000000001,0.462,Balurghat,India,24.92N,88.67E
2006-03-01,26.177,0.399,Balurghat,India,24.92N,88.67E
2006-04-01,28.709,0.247,Balurghat,India,24.92N,88.67E
2006-05-01,29.69,0.285,Balurghat,India,24.92N,88.67E
2006-06-01,29.326999999999998,0.243,Balurghat,India,24.92N,88.67E
2006-07-01,29.756999999999998,0.506,Balurghat,India,24.92N,88.67E
2006-08-01,29.541999999999998,0.378,Balurghat,India,24.92N,88.67E
2006-09-01,29.125,0.299,Balurghat,India,24.92N,88.67E
2006-10-01,27.487,0.362,Balurghat,India,24.92N,88.67E
2006-11-01,23.352,0.217,Balurghat,India,24.92N,88.67E
2006-12-01,19.668,0.484,Balurghat,India,24.92N,88.67E
2007-01-01,17.657999999999994,0.478,Balurghat,India,24.92N,88.67E
2007-02-01,20.241,0.272,Balurghat,India,24.92N,88.67E
2007-03-01,25.23,0.265,Balurghat,India,24.92N,88.67E
2007-04-01,29.119,0.338,Balurghat,India,24.92N,88.67E
2007-05-01,30.500999999999998,0.475,Balurghat,India,24.92N,88.67E
2007-06-01,29.516,0.179,Balurghat,India,24.92N,88.67E
2007-07-01,28.811,0.381,Balurghat,India,24.92N,88.67E
2007-08-01,29.925,0.304,Balurghat,India,24.92N,88.67E
2007-09-01,29.059,0.342,Balurghat,India,24.92N,88.67E
2007-10-01,27.194000000000006,0.228,Balurghat,India,24.92N,88.67E
2007-11-01,23.754,0.42,Balurghat,India,24.92N,88.67E
2007-12-01,19.093,0.238,Balurghat,India,24.92N,88.67E
2008-01-01,17.948,0.388,Balurghat,India,24.92N,88.67E
2008-02-01,19.298,0.34,Balurghat,India,24.92N,88.67E
2008-03-01,26.207,0.485,Balurghat,India,24.92N,88.67E
2008-04-01,29.34,0.452,Balurghat,India,24.92N,88.67E
2008-05-01,30.174,0.49,Balurghat,India,24.92N,88.67E
2008-06-01,28.725,0.149,Balurghat,India,24.92N,88.67E
2008-07-01,28.816,0.244,Balurghat,India,24.92N,88.67E
2008-08-01,29.315,0.326,Balurghat,India,24.92N,88.67E
2008-09-01,29.035,0.17600000000000002,Balurghat,India,24.92N,88.67E
2008-10-01,26.973000000000006,0.507,Balurghat,India,24.92N,88.67E
2008-11-01,23.527,0.479,Balurghat,India,24.92N,88.67E
2008-12-01,20.288,0.29,Balurghat,India,24.92N,88.67E
2009-01-01,18.872,0.518,Balurghat,India,24.92N,88.67E
2009-02-01,21.868000000000002,0.429,Balurghat,India,24.92N,88.67E
2009-03-01,26.164,0.344,Balurghat,India,24.92N,88.67E
2009-04-01,30.123,0.309,Balurghat,India,24.92N,88.67E
2009-05-01,29.374,0.157,Balurghat,India,24.92N,88.67E
2009-06-01,30.718000000000004,0.295,Balurghat,India,24.92N,88.67E
2009-07-01,30.02,0.7020000000000001,Balurghat,India,24.92N,88.67E
2009-08-01,29.567,0.4,Balurghat,India,24.92N,88.67E
2009-09-01,29.63,0.248,Balurghat,India,24.92N,88.67E
2009-10-01,27.186,0.332,Balurghat,India,24.92N,88.67E
2009-11-01,23.439,0.405,Balurghat,India,24.92N,88.67E
2009-12-01,18.987000000000002,0.403,Balurghat,India,24.92N,88.67E
2010-01-01,16.404999999999998,0.547,Balurghat,India,24.92N,88.67E
2010-02-01,21.218000000000004,0.11,Balurghat,India,24.92N,88.67E
2010-03-01,27.772,0.381,Balurghat,India,24.92N,88.67E
2010-04-01,30.694000000000006,0.502,Balurghat,India,24.92N,88.67E
2010-05-01,30.276999999999997,0.35700000000000004,Balurghat,India,24.92N,88.67E
2010-06-01,30.04,0.197,Balurghat,India,24.92N,88.67E
2010-07-01,30.013,0.507,Balurghat,India,24.92N,88.67E
2010-08-01,30.293000000000006,0.431,Balurghat,India,24.92N,88.67E
2010-09-01,29.511,0.33,Balurghat,India,24.92N,88.67E
2010-10-01,27.695,0.489,Balurghat,India,24.92N,88.67E
2010-11-01,24.617,0.266,Balurghat,India,24.92N,88.67E
2010-12-01,19.12,0.447,Balurghat,India,24.92N,88.67E
2011-01-01,16.477999999999998,0.499,Balurghat,India,24.92N,88.67E
2011-02-01,20.95,0.309,Balurghat,India,24.92N,88.67E
2011-03-01,25.964000000000002,0.436,Balurghat,India,24.92N,88.67E
2011-04-01,28.143,0.415,Balurghat,India,24.92N,88.67E
2011-05-01,29.268,0.479,Balurghat,India,24.92N,88.67E
2011-06-01,29.291999999999998,0.365,Balurghat,India,24.92N,88.67E
2011-07-01,29.318,0.218,Balurghat,India,24.92N,88.67E
2011-08-01,29.096,0.28600000000000003,Balurghat,India,24.92N,88.67E
2011-09-01,29.169,0.426,Balurghat,India,24.92N,88.67E
2011-10-01,27.599,0.769,Balurghat,India,24.92N,88.67E
2011-11-01,23.334,0.275,Balurghat,India,24.92N,88.67E
2011-12-01,19.001,0.5870000000000001,Balurghat,India,24.92N,88.67E
2012-01-01,17.194000000000006,0.378,Balurghat,India,24.92N,88.67E
2012-02-01,20.89,0.229,Balurghat,India,24.92N,88.67E
2012-03-01,26.146,0.25,Balurghat,India,24.92N,88.67E
2012-04-01,28.92,0.58,Balurghat,India,24.92N,88.67E
2012-05-01,30.901,0.6829999999999999,Balurghat,India,24.92N,88.67E
2012-06-01,30.489,0.6609999999999999,Balurghat,India,24.92N,88.67E
2012-07-01,29.29,0.314,Balurghat,India,24.92N,88.67E
2012-08-01,29.895,0.338,Balurghat,India,24.92N,88.67E
2012-09-01,29.246,0.364,Balurghat,India,24.92N,88.67E
2012-10-01,26.868,0.6859999999999999,Balurghat,India,24.92N,88.67E
2012-11-01,22.63600000000001,0.306,Balurghat,India,24.92N,88.67E
2012-12-01,18.891,0.404,Balurghat,India,24.92N,88.67E
2013-01-01,16.151,0.654,Balurghat,India,24.92N,88.67E
2013-02-01,20.816000000000006,0.411,Balurghat,India,24.92N,88.67E
2013-03-01,26.222,0.391,Balurghat,India,24.92N,88.67E
2013-04-01,28.888,0.326,Balurghat,India,24.92N,88.67E
2013-05-01,29.607,0.203,Balurghat,India,24.92N,88.67E
2013-06-01,30.469,0.6629999999999999,Balurghat,India,24.92N,88.67E
2013-07-01,30.159,0.6409999999999999,Balurghat,India,24.92N,88.67E
2013-08-01,29.673,0.321,Balurghat,India,24.92N,88.67E
2013-09-01,16.727432636247972,1.028574741453633,Balurghat,India,24.92N,88.67E
2000-02-01,18.329,0.562,Banda,India,24.92N,79.80E
2000-03-01,24.165,0.338,Banda,India,24.92N,79.80E
2000-04-01,31.903,0.478,Banda,India,24.92N,79.80E
2000-05-01,34.113,0.17,Banda,India,24.92N,79.80E
2000-06-01,32.027,0.264,Banda,India,24.92N,79.80E
2000-07-01,28.997,0.307,Banda,India,24.92N,79.80E
2000-08-01,29.03,0.261,Banda,India,24.92N,79.80E
2000-09-01,28.256999999999998,0.259,Banda,India,24.92N,79.80E
2000-10-01,27.268,0.398,Banda,India,24.92N,79.80E
2000-11-01,22.269000000000002,0.33,Banda,India,24.92N,79.80E
2000-12-01,17.168,0.72,Banda,India,24.92N,79.80E
2001-01-01,16.045,0.455,Banda,India,24.92N,79.80E
2001-02-01,20.28,0.616,Banda,India,24.92N,79.80E
2001-03-01,25.109,0.83,Banda,India,24.92N,79.80E
2001-04-01,29.605999999999998,0.31,Banda,India,24.92N,79.80E
2001-05-01,34.326,0.314,Banda,India,24.92N,79.80E
2001-06-01,30.879999999999995,0.429,Banda,India,24.92N,79.80E
2001-07-01,28.436999999999998,0.23,Banda,India,24.92N,79.80E
2001-08-01,28.939,0.156,Banda,India,24.92N,79.80E
2001-09-01,29.665,0.303,Banda,India,24.92N,79.80E
2001-10-01,26.666,0.309,Banda,India,24.92N,79.80E
2001-11-01,21.606,0.748,Banda,India,24.92N,79.80E
2001-12-01,17.607,0.6579999999999999,Banda,India,24.92N,79.80E
2002-01-01,16.36,0.3670000000000001,Banda,India,24.92N,79.80E
2002-02-01,19.680000000000003,0.481,Banda,India,24.92N,79.80E
2002-03-01,25.614,0.094,Banda,India,24.92N,79.80E
2002-04-01,31.439,0.335,Banda,India,24.92N,79.80E
2002-05-01,35.86400000000001,0.467,Banda,India,24.92N,79.80E
2002-06-01,33.931999999999995,0.43,Banda,India,24.92N,79.80E
2002-07-01,32.45,0.448,Banda,India,24.92N,79.80E
2002-08-01,28.387,0.168,Banda,India,24.92N,79.80E
2002-09-01,27.961,0.29100000000000004,Banda,India,24.92N,79.80E
2002-10-01,26.652,0.541,Banda,India,24.92N,79.80E
2002-11-01,21.744,0.381,Banda,India,24.92N,79.80E
2002-12-01,18.683,0.54,Banda,India,24.92N,79.80E
2003-01-01,15.184000000000001,0.625,Banda,India,24.92N,79.80E
2003-02-01,19.802000000000003,0.32,Banda,India,24.92N,79.80E
2003-03-01,24.371,0.599,Banda,India,24.92N,79.80E
2003-04-01,31.398000000000003,0.494,Banda,India,24.92N,79.80E
2003-05-01,35.022,0.256,Banda,India,24.92N,79.80E
2003-06-01,34.919000000000004,0.8220000000000001,Banda,India,24.92N,79.80E
2003-07-01,29.596,0.329,Banda,India,24.92N,79.80E
2003-08-01,28.523000000000003,0.39,Banda,India,24.92N,79.80E
2003-09-01,27.048,0.35200000000000004,Banda,India,24.92N,79.80E
2003-10-01,25.358,0.353,Banda,India,24.92N,79.80E
2003-11-01,21.782,0.325,Banda,India,24.92N,79.80E
2003-12-01,17.518,0.423,Banda,India,24.92N,79.80E
2004-01-01,15.742,0.7120000000000001,Banda,India,24.92N,79.80E
2004-02-01,19.896,0.887,Banda,India,24.92N,79.80E
2004-03-01,26.935,0.362,Banda,India,24.92N,79.80E
2004-04-01,31.768,0.476,Banda,India,24.92N,79.80E
2004-05-01,34.866,0.511,Banda,India,24.92N,79.80E
2004-06-01,32.251,0.319,Banda,India,24.92N,79.80E
2004-07-01,30.291999999999998,0.215,Banda,India,24.92N,79.80E
2004-08-01,27.978,0.198,Banda,India,24.92N,79.80E
2004-09-01,29.214,0.281,Banda,India,24.92N,79.80E
2004-10-01,25.215,0.397,Banda,India,24.92N,79.80E
2004-11-01,21.116,0.29,Banda,India,24.92N,79.80E
2004-12-01,17.38,0.341,Banda,India,24.92N,79.80E
2005-01-01,16.451,0.189,Banda,India,24.92N,79.80E
